"","transaction_id","transaction_date","customer_type","product","category","quantity","amount","payment_method","city","sales_rep"
"669",1119,"2023-11","Retail","phone","electronics",1,1527.74,"card","new york","Fatima"
"670",1120,"2023-05","Retail","phone","electronics",2,1527.74,"card","chicago","Ali"
"671",1121,"2022-06","Wholesale","mouse","office",3,1527.74,"cheque","chicago","John"
"672",1123,"2022-11","Wholesale","mouse","electronics",2,1527.74,"cash","new york","Fatima"
"673",1124,"2023-12","Retail","tablet","office",1,1527.74,"card","chicago","Ali"
"674",1127,"2023-10","Online","mouse","office",2,1527.74,"transfer","new york","John"
"675",1128,"2022-12","Online","tablet","electronics",3,1478.72,"transfer","chicago","Sara"
"676",1129,"2022-10","Retail","tablet","office",2,1527.74,"transfer","chicago","Ali"
"677",1130,"2023-01","Online","phone","electronics",3,1527.74,"card","chicago","Sara"
"678",1131,"2023-05","Retail","keyboard","electronics",2,1527.74,"cheque","chicago","Sara"
"679",1136,"2024-02","Retail","keyboard","electronics",3,1527.74,"card","chicago","Fatima"
"680",1137,"2023-09","Wholesale","mouse","electronics",3,1056.92,"cash","new york","Ali"
"681",1141,"2023-04","Wholesale","monitor","electronics",2,1527.74,"card","chicago","Fatima"
"682",1142,"2023-09","Online","keyboard","office",2,1527.74,"card","new york","John"
"683",1145,"2022-12","Online","monitor","office",2,782.52,"cheque","new york","Sara"
"684",1146,"2024-02","Wholesale","tablet","electronics",3,1527.74,"card","chicago","Fatima"
"685",1147,"2022-12","Wholesale","tablet","office",3,1527.74,"card","new york","John"
"686",1148,"2023-08","Online","phone","electronics",2,2093.18,"card","new york","Sara"
"687",1149,"2023-06","Wholesale","monitor","electronics",1,1527.74,"card","new york","John"
"688",1150,"2024-01","Wholesale","tablet","office",2,2306.47,"cash","washington","John"
"689",1154,"2022-02","Online","monitor","electronics",1,1670.36,"cash","new york","Fatima"
"690",1155,"2023-12","Online","tablet","office",2,822.83,"cash","new york","Ali"
"691",1156,"2023-11","Wholesale","tablet","office",2,1527.74,"card","new york","Sara"
"692",1159,"2024-05","Online","keyboard","electronics",2,1527.74,"cash","new york","Ali"
"693",1161,"2022-07","Retail","mouse","office",2,1527.74,"card","new york","John"
"694",1163,"2023-10","Retail","keyboard","office",2,1527.74,"transfer","washington","John"
"695",1164,"2024-01","Wholesale","keyboard","electronics",2,1527.74,"card","chicago","Ali"
"696",1165,"2023-04","Retail","keyboard","office",3,1527.74,"card","new york","Sara"
"697",1167,"2023-05","Online","mouse","electronics",3,1527.74,"card","chicago","Sara"
"698",1168,"2023-11","Online","keyboard","electronics",1,1527.74,"cash","washington","Fatima"
"699",1169,"2022-04","Online","laptop","electronics",2,1193.88,"transfer","chicago","Fatima"
"700",1171,"2022-08","Wholesale","phone","electronics",3,1527.74,"transfer","new york","Fatima"
"701",1172,"2023-06","Online","tablet","electronics",2,1527.74,"cash","chicago","Fatima"
"702",1175,"2022-01","Wholesale","tablet","electronics",3,1527.74,"card","new york","John"
"703",1180,"2024-03","Wholesale","phone","electronics",3,1527.74,"cheque","new york","Ali"
"704",1181,"2023-11","Wholesale","monitor","electronics",1,1527.74,"card","washington","John"
"705",1182,"2022-07","Wholesale","tablet","electronics",2,1527.74,"transfer","chicago","Sara"
"706",1183,"2023-06","Wholesale","keyboard","office",2,1527.74,"cash","chicago","Fatima"
"707",1184,"2024-03","Retail","monitor","office",2,1527.74,"cash","new york","John"
"708",1186,"2022-11","Online","keyboard","office",2,1527.74,"transfer","washington","Fatima"
"709",1189,"2022-11","Retail","mouse","electronics",2,1527.74,"cheque","chicago","Fatima"
"710",1190,"2022-02","Online","laptop","office",3,1527.74,"cheque","new york","John"
"711",1191,"2024-04","Wholesale","phone","electronics",2,1527.74,"card","new york","John"
"712",1192,"2024-05","Wholesale","keyboard","electronics",1,1527.74,"cheque","new york","Fatima"
"713",1193,"2024-05","Online","keyboard","electronics",2,1272.86,"transfer","new york","Fatima"
"714",1201,"2023-10","Wholesale","keyboard","electronics",2,115.76,"cheque","new york","Fatima"
"715",1203,"2023-01","Retail","phone","office",2,2675,"card","new york","Fatima"
"716",1204,"2024-02","Online","monitor","electronics",1,1527.74,"transfer","chicago","John"
"717",1205,"2024-01","Retail","monitor","office",2,2834.69,"cash","new york","Fatima"
"718",1206,"2024-06","Retail","monitor","electronics",3,1527.74,"cash","chicago","John"
"719",1211,"2023-12","Online","keyboard","office",2,1527.74,"transfer","chicago","John"
"720",1212,"2023-09","Wholesale","laptop","electronics",3,31.84,"card","washington","Sara"
"721",1213,"2022-11","Retail","phone","office",1,1527.74,"cheque","new york","Sara"
"722",1215,"2022-12","Online","tablet","office",3,1527.74,"card","new york","John"
"723",1217,"2023-10","Retail","monitor","electronics",2,1527.74,"cash","chicago","Fatima"
"724",1218,"2022-03","Retail","laptop","office",2,1527.74,"card","chicago","Sara"
"725",1219,"2023-04","Wholesale","tablet","office",3,1527.74,"card","new york","Sara"
"726",1220,"2022-07","Wholesale","keyboard","office",2,1527.74,"transfer","new york","Sara"
"727",1221,"2024-02","Online","tablet","electronics",3,1527.74,"card","washington","Ali"
"728",1223,"2022-05","Retail","monitor","office",3,1527.74,"transfer","chicago","Fatima"
"729",1224,"2022-09","Online","monitor","electronics",2,796.6,"transfer","washington","Ali"
"730",1225,"2024-01","Online","keyboard","office",3,1527.74,"cheque","chicago","Sara"
"731",1227,"2023-01","Wholesale","phone","office",2,1304.14,"cash","washington","Fatima"
"732",1228,"2023-07","Retail","laptop","electronics",2,617.67,"transfer","new york","John"
"733",1229,"2022-08","Online","tablet","electronics",3,1527.74,"card","new york","John"
"734",1230,"2023-05","Online","monitor","electronics",2,1320.13,"transfer","new york","John"
"735",1231,"2024-03","Wholesale","keyboard","office",3,1527.74,"cheque","chicago","Ali"
"736",1232,"2024-03","Retail","phone","electronics",3,1527.74,"cash","chicago","John"
"737",1233,"2022-01","Online","mouse","electronics",1,1527.74,"card","chicago","Sara"
"738",1234,"2022-06","Wholesale","laptop","electronics",3,1527.74,"transfer","chicago","Fatima"
"739",1237,"2023-01","Wholesale","keyboard","office",2,979.58,"transfer","chicago","Ali"
"740",1238,"2024-03","Online","phone","electronics",1,2948.79,"transfer","washington","John"
"741",1239,"2022-07","Online","keyboard","electronics",1,2836.8,"cheque","new york","Ali"
"742",1241,"2022-05","Retail","mouse","electronics",3,2810.65,"card","new york","Ali"
"743",1242,"2023-06","Retail","mouse","electronics",3,1527.74,"cheque","chicago","Fatima"
"744",1244,"2024-04","Retail","monitor","electronics",2,1527.74,"card","chicago","Sara"
"745",1245,"2022-05","Retail","laptop","electronics",2,1527.74,"transfer","new york","Ali"
"746",1246,"2022-06","Retail","phone","office",2,1527.74,"cheque","washington","Fatima"
"747",1248,"2023-11","Retail","monitor","office",2,1527.74,"transfer","chicago","Ali"
"748",1249,"2023-05","Retail","mouse","electronics",2,1527.74,"cash","washington","Sara"
"749",1250,"2023-05","Retail","keyboard","electronics",3,1527.74,"card","chicago","Fatima"
"750",1252,"2022-12","Retail","keyboard","electronics",1,1013.83,"cheque","new york","Fatima"
"751",1253,"2024-01","Wholesale","phone","electronics",1,1219.87,"card","washington","John"
"752",1254,"2022-04","Wholesale","monitor","electronics",2,71.73,"card","new york","Ali"
"753",1255,"2023-08","Wholesale","tablet","office",3,1527.74,"card","washington","Fatima"
"754",1256,"2024-06","Online","mouse","electronics",2,1527.74,"card","chicago","Sara"
"755",1257,"2023-04","Online","mouse","office",2,1527.74,"card","washington","Ali"
"756",1258,"2022-01","Retail","mouse","electronics",2,1527.74,"cash","chicago","Fatima"
"757",1259,"2023-07","Wholesale","phone","office",1,1527.74,"cheque","washington","Ali"
"758",1260,"2022-04","Retail","mouse","electronics",3,2142.9,"transfer","new york","Sara"
"759",1261,"2022-04","Wholesale","mouse","office",2,1527.74,"cheque","new york","Sara"
"760",1265,"2024-05","Wholesale","keyboard","electronics",3,2535.43,"cash","new york","Ali"
"761",1268,"2022-08","Wholesale","tablet","electronics",2,1527.74,"transfer","new york","Fatima"
"762",1269,"2023-12","Retail","phone","electronics",2,1527.74,"card","washington","John"
"763",1270,"2023-01","Wholesale","monitor","office",1,734.52,"cheque","chicago","Sara"
"764",1275,"2022-10","Retail","laptop","office",2,227.71,"cheque","new york","Sara"
"765",1276,"2022-10","Wholesale","monitor","electronics",1,1527.74,"card","chicago","Sara"
"766",1280,"2023-03","Online","mouse","office",2,1527.74,"cheque","washington","Ali"
"767",1281,"2024-03","Wholesale","tablet","electronics",2,1527.74,"card","washington","John"
"768",1283,"2023-06","Online","tablet","electronics",3,1527.74,"card","new york","Ali"
"769",1286,"2023-05","Retail","mouse","electronics",2,2431.37,"card","new york","Ali"
"770",1288,"2022-04","Wholesale","phone","electronics",2,2463.04,"cheque","new york","Sara"
"771",1290,"2023-09","Online","tablet","electronics",3,2760.29,"card","chicago","John"
"772",1291,"2023-12","Retail","tablet","office",2,1527.74,"cheque","new york","Fatima"
"773",1294,"2023-12","Retail","phone","electronics",2,1527.74,"cheque","chicago","Sara"
"774",1295,"2022-08","Wholesale","laptop","office",3,1527.74,"cash","new york","Sara"
"775",1297,"2023-02","Wholesale","monitor","office",2,1870.96,"card","new york","Sara"
"776",1299,"2023-12","Wholesale","laptop","office",1,1527.74,"cheque","new york","John"
"777",1301,"2022-12","Wholesale","tablet","electronics",2,1527.74,"card","washington","Fatima"
"778",1302,"2024-04","Online","tablet","electronics",1,2478.22,"cash","washington","Ali"
"779",1303,"2022-08","Retail","mouse","office",2,1527.74,"card","chicago","Fatima"
"780",1304,"2022-10","Online","phone","office",1,116.67,"transfer","chicago","Sara"
"781",1305,"2024-04","Retail","monitor","electronics",1,52.72,"card","chicago","Fatima"
"782",1307,"2023-09","Retail","tablet","electronics",3,1527.74,"cheque","chicago","John"
"783",1308,"2024-04","Retail","monitor","office",3,1527.74,"cash","washington","Ali"
"784",1309,"2024-02","Online","laptop","office",1,103.25,"cash","washington","Fatima"
"785",1314,"2023-01","Online","monitor","office",2,1527.74,"cash","chicago","Fatima"
"786",1316,"2022-10","Retail","mouse","office",2,1527.74,"cheque","chicago","John"
"787",1318,"2023-04","Online","phone","electronics",1,1527.74,"card","chicago","John"
"788",1321,"2022-07","Wholesale","phone","office",2,1527.74,"card","washington","Fatima"
"789",1323,"2022-06","Wholesale","mouse","electronics",3,1527.74,"card","washington","Sara"
"790",1326,"2022-11","Wholesale","keyboard","electronics",3,1527.74,"card","chicago","Ali"
"791",1331,"2022-09","Retail","phone","office",2,1527.74,"cheque","chicago","Fatima"
"792",1332,"2022-06","Online","phone","electronics",1,1527.74,"card","new york","Ali"
"793",1333,"2022-10","Retail","mouse","electronics",2,1209.72,"cheque","new york","Sara"
"794",1334,"2023-06","Retail","mouse","office",3,1527.74,"cheque","new york","John"
"795",1335,"2022-01","Wholesale","keyboard","electronics",1,1527.74,"card","chicago","John"
"796",1336,"2023-09","Retail","mouse","office",2,1527.74,"cheque","chicago","Sara"
"797",1337,"2022-09","Online","phone","electronics",1,1527.74,"card","new york","Sara"
"798",1338,"2023-01","Retail","tablet","office",2,2600.02,"cash","new york","Fatima"
"799",1339,"2022-07","Retail","monitor","electronics",2,1527.74,"card","washington","John"
"800",1340,"2022-11","Wholesale","monitor","electronics",2,1527.74,"card","chicago","Sara"
"801",1341,"2024-02","Retail","monitor","electronics",2,1527.74,"cheque","washington","John"
"802",1343,"2022-02","Retail","laptop","electronics",1,1527.74,"card","washington","Sara"
"803",1344,"2023-01","Retail","phone","office",2,1527.74,"card","new york","John"
"804",1346,"2022-03","Retail","phone","office",1,1527.74,"transfer","washington","Fatima"
"805",1347,"2022-07","Wholesale","monitor","office",2,1527.74,"card","new york","Ali"
"806",1348,"2022-06","Retail","mouse","office",3,282.01,"cheque","washington","Sara"
"807",1350,"2022-09","Wholesale","tablet","electronics",2,1527.74,"card","new york","Ali"
"808",1352,"2022-11","Retail","monitor","electronics",2,1527.74,"cheque","new york","Sara"
"809",1353,"2022-03","Wholesale","keyboard","office",3,1197.76,"card","new york","John"
"810",1354,"2022-10","Online","tablet","office",1,1527.74,"cash","chicago","Fatima"
"811",1355,"2024-02","Online","tablet","electronics",1,2724.78,"cash","chicago","Sara"
"812",1356,"2023-09","Online","tablet","office",2,1527.74,"transfer","chicago","Fatima"
"813",1358,"2022-02","Online","laptop","electronics",3,744.79,"cash","washington","Fatima"
"814",1361,"2022-02","Retail","mouse","electronics",2,1527.74,"cash","new york","Ali"
"815",1363,"2023-07","Online","keyboard","electronics",2,1527.74,"transfer","new york","John"
"816",1364,"2023-12","Online","keyboard","office",2,2658.55,"transfer","washington","Ali"
"817",1366,"2022-08","Online","phone","electronics",2,1527.74,"card","chicago","Fatima"
"818",1368,"2024-03","Wholesale","monitor","office",2,1527.74,"transfer","new york","Sara"
"819",1371,"2022-07","Online","tablet","office",2,2329.63,"cash","chicago","Sara"
"820",1372,"2023-05","Wholesale","tablet","electronics",2,572.61,"cheque","washington","Ali"
"821",1375,"2022-01","Online","mouse","electronics",1,1527.74,"card","new york","Sara"
"822",1376,"2023-10","Retail","monitor","electronics",2,1527.74,"cash","new york","Fatima"
"823",1377,"2023-01","Retail","keyboard","electronics",2,2555.7,"card","new york","Ali"
"824",1378,"2023-09","Wholesale","keyboard","office",1,1527.74,"card","washington","Sara"
"825",1381,"2022-04","Retail","keyboard","office",1,1527.74,"cheque","chicago","John"
"826",1382,"2022-02","Retail","monitor","office",1,1527.74,"card","chicago","Sara"
"827",1384,"2023-11","Wholesale","phone","electronics",3,485.31,"cash","new york","Fatima"
"828",1385,"2022-01","Wholesale","laptop","office",2,892.31,"transfer","new york","Fatima"
"829",1386,"2023-11","Online","monitor","office",2,2387.7,"cash","new york","Ali"
"830",1388,"2023-04","Wholesale","keyboard","electronics",1,1527.74,"card","washington","Fatima"
"831",1389,"2022-01","Online","phone","office",2,2440.9,"cheque","washington","Ali"
"832",1391,"2022-05","Online","tablet","electronics",3,385.88,"cash","chicago","Fatima"
"833",1392,"2022-04","Retail","phone","office",1,2782.81,"card","chicago","John"
"834",1393,"2022-11","Wholesale","laptop","office",2,716.28,"cash","chicago","Ali"
"835",1394,"2023-01","Retail","laptop","electronics",2,2422.4,"cheque","washington","Sara"
"836",1395,"2022-11","Retail","mouse","office",2,2583.05,"cheque","chicago","Fatima"
"837",1396,"2024-03","Wholesale","mouse","office",2,1527.74,"card","new york","Ali"
"838",1398,"2023-06","Retail","laptop","electronics",2,1527.74,"card","new york","John"
"839",1400,"2023-01","Retail","mouse","office",2,1527.74,"transfer","new york","Fatima"
"840",1401,"2022-06","Wholesale","mouse","electronics",2,1527.74,"card","new york","John"
"841",1402,"2023-09","Online","laptop","electronics",1,1527.74,"card","washington","Sara"
"842",1403,"2023-06","Wholesale","mouse","electronics",2,1527.74,"card","chicago","John"
"843",1404,"2022-02","Online","tablet","office",3,1527.74,"card","washington","Fatima"
"844",1405,"2022-06","Online","monitor","electronics",2,1752.98,"cheque","washington","John"
"845",1407,"2022-11","Retail","laptop","electronics",2,1527.74,"cash","washington","John"
"846",1408,"2024-06","Retail","tablet","office",3,274.48,"card","washington","Sara"
"847",1409,"2023-12","Online","mouse","electronics",3,1527.74,"cash","washington","Fatima"
"848",1410,"2023-06","Retail","monitor","electronics",2,1527.74,"cheque","new york","John"
"849",1411,"2022-08","Wholesale","keyboard","electronics",2,1527.74,"card","new york","Sara"
"850",1413,"2024-04","Wholesale","monitor","electronics",2,1527.74,"card","washington","Ali"
"851",1416,"2024-04","Wholesale","laptop","office",2,834.21,"transfer","washington","Fatima"
"852",1418,"2024-02","Online","laptop","electronics",1,2049.49,"card","washington","Sara"
"853",1419,"2023-11","Retail","phone","office",1,1527.74,"card","new york","Fatima"
"854",1420,"2022-05","Online","monitor","office",2,809.06,"card","new york","Sara"
"855",1422,"2023-12","Wholesale","keyboard","electronics",2,1527.74,"card","chicago","Ali"
"856",1423,"2022-03","Retail","monitor","office",2,1527.74,"transfer","chicago","Sara"
"857",1425,"2022-03","Wholesale","mouse","electronics",2,2252.35,"card","chicago","Ali"
"858",1426,"2024-01","Wholesale","monitor","office",3,1527.74,"cash","chicago","John"
"859",1430,"2024-03","Online","mouse","electronics",2,1527.74,"card","chicago","Ali"
"860",1432,"2022-03","Online","tablet","electronics",1,1527.74,"card","chicago","Fatima"
"861",1434,"2022-05","Retail","keyboard","office",3,2893.44,"cash","chicago","Fatima"
"862",1435,"2022-11","Retail","keyboard","office",3,2493.95,"card","new york","John"
"863",1436,"2023-08","Wholesale","phone","electronics",2,1527.74,"cash","chicago","Fatima"
"864",1438,"2023-09","Wholesale","keyboard","office",3,1527.74,"transfer","washington","Sara"
"865",1439,"2022-08","Wholesale","keyboard","electronics",2,367.24,"transfer","new york","Ali"
"866",1440,"2024-02","Online","monitor","electronics",2,1527.74,"card","new york","John"
"867",1441,"2023-11","Wholesale","laptop","office",2,1555.06,"card","washington","Sara"
"868",1442,"2024-06","Online","laptop","electronics",2,1527.74,"card","washington","Sara"
"869",1443,"2022-04","Wholesale","monitor","office",1,1527.74,"cheque","new york","Ali"
"870",1446,"2022-05","Online","phone","electronics",2,1527.74,"transfer","new york","Sara"
"871",1448,"2022-12","Online","monitor","electronics",1,1527.74,"transfer","chicago","John"
"872",1449,"2023-11","Online","laptop","office",2,1527.74,"card","chicago","John"
"873",1451,"2022-06","Wholesale","mouse","electronics",1,2378.82,"cash","chicago","Sara"
"874",1452,"2024-05","Wholesale","phone","electronics",2,1527.74,"cheque","new york","Ali"
"875",1453,"2023-01","Online","laptop","electronics",2,1527.74,"card","washington","Fatima"
"876",1454,"2023-05","Wholesale","phone","electronics",1,2172.88,"cheque","chicago","Sara"
"877",1455,"2023-04","Online","mouse","electronics",1,1527.74,"card","chicago","Sara"
"878",1458,"2022-02","Retail","monitor","office",2,1527.74,"cheque","washington","Ali"
"879",1459,"2023-03","Wholesale","monitor","office",2,1464.03,"card","new york","Ali"
"880",1461,"2023-11","Online","monitor","electronics",2,1527.74,"cash","new york","John"
"881",1462,"2022-09","Retail","mouse","electronics",3,1937.39,"card","chicago","John"
"882",1465,"2022-06","Retail","phone","electronics",2,1527.74,"card","new york","Sara"
"883",1466,"2024-04","Retail","keyboard","electronics",2,1770.45,"card","chicago","Fatima"
"884",1467,"2022-05","Retail","monitor","electronics",2,1527.74,"cheque","chicago","Fatima"
"885",1470,"2022-12","Wholesale","monitor","office",1,1776.25,"cash","new york","Ali"
"886",1471,"2023-02","Online","mouse","electronics",2,1527.74,"transfer","new york","Sara"
"887",1472,"2023-05","Wholesale","monitor","electronics",3,1527.74,"cheque","washington","Fatima"
"888",1475,"2022-03","Wholesale","keyboard","electronics",1,2365.09,"card","new york","Fatima"
"889",1476,"2024-04","Wholesale","monitor","electronics",3,1527.74,"transfer","chicago","John"
"890",1477,"2023-08","Retail","keyboard","electronics",3,1527.74,"cash","washington","Ali"
"891",1479,"2022-09","Wholesale","monitor","office",2,1527.74,"cash","washington","John"
"892",1481,"2023-11","Wholesale","phone","office",1,1527.74,"card","chicago","Sara"
"893",1482,"2023-08","Wholesale","keyboard","electronics",3,201.25,"card","new york","Ali"
"894",1483,"2023-10","Online","mouse","office",1,1527.74,"card","new york","Fatima"
"895",1486,"2023-04","Wholesale","mouse","electronics",3,1527.74,"card","new york","Ali"
"896",1487,"2024-06","Wholesale","mouse","electronics",2,1527.74,"cheque","new york","John"
"897",1488,"2022-07","Wholesale","mouse","electronics",1,1527.74,"card","new york","Sara"
"898",1490,"2023-02","Retail","tablet","electronics",2,1527.74,"card","washington","Fatima"
"899",1493,"2022-08","Online","mouse","office",2,2800.8,"card","washington","Sara"
"900",1496,"2023-07","Retail","phone","electronics",3,1168.78,"cheque","new york","Ali"
"901",1497,"2022-03","Retail","tablet","office",3,1403.89,"card","chicago","Ali"
"902",1498,"2022-12","Wholesale","monitor","electronics",3,1160.87,"cash","new york","Fatima"
"903",1499,"2022-01","Wholesale","tablet","electronics",1,438.52,"cash","new york","Ali"
"904",1500,"2022-09","Wholesale","keyboard","office",2,1527.74,"card","chicago","Sara"
"905",1501,"2023-05","Online","phone","electronics",2,1527.74,"transfer","washington","Sara"
"906",1502,"2023-05","Online","monitor","electronics",2,1168.27,"card","new york","Fatima"
"907",1503,"2022-06","Wholesale","phone","electronics",3,2955.7,"cheque","washington","Ali"
"908",1504,"2024-01","Wholesale","mouse","office",1,1527.74,"cheque","chicago","Ali"
"909",1505,"2024-03","Online","tablet","office",2,1527.74,"card","washington","Sara"
"910",1506,"2022-11","Online","tablet","electronics",3,894.46,"card","washington","Sara"
"911",1508,"2022-08","Wholesale","laptop","electronics",2,1527.74,"transfer","chicago","Fatima"
"912",1512,"2023-10","Online","laptop","office",3,1527.74,"cheque","new york","Ali"
"913",1513,"2023-08","Wholesale","phone","electronics",1,1527.74,"cash","new york","John"
"914",1514,"2022-04","Wholesale","monitor","electronics",3,1527.74,"transfer","washington","Fatima"
"915",1518,"2022-09","Retail","phone","office",2,1527.74,"card","chicago","Ali"
"916",1519,"2023-05","Wholesale","monitor","electronics",2,1717.63,"card","new york","Sara"
"917",1520,"2023-02","Retail","mouse","office",3,1527.74,"cash","new york","Sara"
"918",1524,"2024-05","Wholesale","keyboard","electronics",3,1527.74,"cheque","chicago","Fatima"
"919",1526,"2024-02","Online","monitor","electronics",1,192.96,"cash","chicago","Fatima"
"920",1527,"2024-06","Retail","phone","electronics",2,1527.74,"cheque","washington","Fatima"
"921",1529,"2022-11","Wholesale","keyboard","electronics",2,2557.17,"card","chicago","Ali"
"922",1531,"2022-09","Online","keyboard","electronics",1,2395.71,"cheque","chicago","Fatima"
"923",1532,"2022-10","Online","mouse","office",2,1527.74,"card","new york","Fatima"
"924",1533,"2023-03","Retail","mouse","electronics",1,1527.74,"transfer","new york","John"
"925",1534,"2024-01","Wholesale","laptop","electronics",1,1527.74,"transfer","new york","John"
"926",1540,"2022-07","Wholesale","monitor","office",1,218.01,"card","new york","John"
"927",1541,"2024-04","Retail","tablet","office",2,384.35,"cash","new york","John"
"928",1542,"2023-07","Wholesale","laptop","electronics",1,2011.77,"cash","washington","Ali"
"929",1545,"2023-07","Online","monitor","electronics",1,2704.56,"cash","new york","Ali"
"930",1547,"2023-10","Retail","tablet","electronics",2,1527.74,"transfer","washington","John"
"931",1551,"2023-05","Retail","mouse","office",2,1469.96,"card","new york","Ali"
"932",1553,"2023-03","Online","mouse","office",2,1527.74,"cash","chicago","Ali"
"933",1556,"2024-06","Retail","monitor","office",2,1527.74,"transfer","chicago","Sara"
"934",1557,"2024-02","Retail","laptop","electronics",1,1527.74,"cash","new york","John"
"935",1558,"2023-03","Wholesale","mouse","electronics",3,1527.74,"card","new york","Ali"
"936",1563,"2022-06","Retail","phone","office",2,1527.74,"card","new york","Sara"
"937",1564,"2022-07","Retail","keyboard","office",3,1527.74,"card","new york","Sara"
"938",1565,"2024-05","Wholesale","laptop","electronics",2,1527.74,"card","chicago","John"
"939",1568,"2024-02","Retail","monitor","electronics",1,582.07,"cheque","washington","John"
"940",1569,"2024-04","Retail","tablet","office",2,1527.74,"cheque","new york","Fatima"
"941",1570,"2024-02","Online","laptop","office",1,1527.74,"card","washington","John"
"942",1571,"2023-06","Online","laptop","electronics",2,2276.81,"cheque","new york","Fatima"
"943",1572,"2022-07","Retail","phone","office",3,1527.74,"card","new york","John"
"944",1574,"2022-05","Retail","laptop","office",2,224.28,"card","chicago","Fatima"
"945",1577,"2022-10","Retail","mouse","electronics",2,2911.53,"cheque","chicago","John"
"946",1578,"2023-04","Wholesale","mouse","office",2,1527.74,"transfer","new york","John"
"947",1579,"2023-12","Wholesale","mouse","electronics",2,1527.74,"card","chicago","John"
"948",1581,"2024-01","Online","keyboard","office",2,1667.18,"cash","chicago","John"
"949",1582,"2023-09","Retail","mouse","electronics",1,1527.74,"cheque","washington","Fatima"
"950",1583,"2022-11","Retail","phone","electronics",3,1527.74,"transfer","new york","Sara"
"951",1586,"2024-01","Online","laptop","office",2,1527.74,"card","new york","Fatima"
"952",1590,"2024-02","Retail","laptop","office",2,1527.74,"card","chicago","John"
"953",1591,"2023-09","Retail","phone","office",1,1527.74,"card","chicago","Sara"
"954",1592,"2022-11","Wholesale","phone","electronics",3,1527.74,"card","new york","Sara"
"955",1593,"2023-06","Wholesale","mouse","electronics",1,2961.15,"card","washington","Ali"
"956",1595,"2023-08","Retail","mouse","electronics",2,1527.74,"card","chicago","Fatima"
"957",1596,"2023-07","Online","laptop","office",3,1527.74,"cash","new york","Sara"
"958",1598,"2023-12","Wholesale","keyboard","electronics",2,1527.74,"card","new york","Fatima"
"959",1599,"2022-07","Wholesale","phone","office",1,1527.74,"transfer","chicago","John"
"960",1600,"2022-12","Retail","laptop","electronics",3,1646.58,"transfer","new york","Fatima"
"961",1601,"2022-09","Online","keyboard","electronics",1,1527.74,"card","new york","John"
"962",1603,"2023-01","Retail","laptop","electronics",2,1527.74,"transfer","chicago","John"
"963",1605,"2024-02","Online","tablet","electronics",2,1527.74,"cash","chicago","Ali"
"964",1606,"2023-02","Retail","keyboard","electronics",3,1527.74,"cash","chicago","Ali"
"965",1607,"2023-06","Wholesale","laptop","electronics",1,1527.74,"card","new york","John"
"966",1609,"2023-10","Wholesale","monitor","office",1,2934,"transfer","chicago","John"
"967",1610,"2022-06","Retail","tablet","electronics",3,1527.74,"card","chicago","Sara"
"968",1611,"2023-11","Retail","monitor","electronics",1,1527.74,"cheque","washington","Fatima"
"969",1612,"2022-05","Wholesale","tablet","electronics",3,1527.74,"card","new york","Sara"
"970",1613,"2023-04","Retail","phone","electronics",3,1527.74,"cheque","new york","Fatima"
"971",1615,"2023-10","Wholesale","laptop","electronics",2,1527.74,"cash","washington","Fatima"
"972",1616,"2022-07","Online","mouse","electronics",2,197.3,"cheque","chicago","Fatima"
"973",1617,"2022-12","Wholesale","keyboard","electronics",2,1527.74,"card","new york","Sara"
"974",1618,"2024-05","Online","mouse","office",2,1527.74,"cheque","new york","Sara"
"975",1620,"2024-01","Retail","phone","electronics",1,1952.06,"cheque","new york","John"
"976",1621,"2022-02","Wholesale","mouse","office",1,1527.74,"cheque","new york","John"
"977",1622,"2022-01","Wholesale","mouse","electronics",2,1527.74,"cheque","chicago","Fatima"
"978",1623,"2024-03","Wholesale","monitor","office",2,682.45,"cheque","new york","Fatima"
"979",1624,"2023-07","Retail","laptop","electronics",3,1527.74,"cheque","washington","Ali"
"980",1626,"2024-04","Online","phone","electronics",3,1527.74,"card","chicago","John"
"981",1627,"2023-01","Online","laptop","office",3,749.37,"card","washington","Ali"
"982",1629,"2023-04","Wholesale","laptop","office",2,2692.79,"card","chicago","Ali"
"983",1631,"2024-04","Retail","keyboard","office",1,2053.19,"cash","new york","John"
"984",1632,"2024-05","Online","keyboard","electronics",2,1527.74,"transfer","chicago","Sara"
"985",1636,"2024-03","Wholesale","keyboard","electronics",1,1527.74,"card","new york","Ali"
"986",1637,"2023-05","Retail","laptop","electronics",3,1527.74,"cash","new york","John"
"987",1638,"2022-05","Retail","mouse","office",2,1527.74,"card","washington","John"
"988",1639,"2024-04","Wholesale","laptop","office",2,2932.21,"cash","washington","John"
"989",1644,"2022-12","Retail","tablet","office",2,1527.74,"transfer","new york","John"
"990",1645,"2023-10","Retail","monitor","electronics",2,1845.06,"transfer","new york","Sara"
"991",1646,"2022-04","Wholesale","keyboard","office",3,1527.74,"cheque","new york","Fatima"
"992",1647,"2023-12","Retail","laptop","office",1,1527.74,"cash","new york","John"
"993",1649,"2023-04","Wholesale","phone","office",1,1527.74,"card","new york","Sara"
"994",1651,"2022-06","Online","tablet","electronics",2,1527.74,"card","chicago","John"
"995",1652,"2023-12","Online","phone","office",2,2738.38,"transfer","new york","Fatima"
